,Email Text,Email Type
449,"100 % f - r - e - e adult personals online dating service 100 % f - r - e - e adult personals http : / / veveca . com / checkthis . html meet horny people in your area that just want s - e - x ! ! it ' s quick , easy , and 100 % f - r - e - e ! click here to start browsing profiles or create your own profile instantly . http : / / veveca . com / checkthis . html so no more",Phishing Email
450,"congratulations ! winning notice from : the lottery coordinator , international promotions / prize award department dear winner results for category "" a "" draws congratulations to you as we bring to your notice , the results of the category "" a "" draws of crown global lottery international we are happy to inform you that you have emerged a winner under the third category , which is part of our promotional draws . the draws were held prior to your notification . participants were selected through a computer ballot system drawn from 4 , 000 , 000 names / email addresses of individuals and companies from america , asia , australia , africa , canada , europe , middle east , and new zealand as part of our international promotions program . you / your company , attached to ticket number 322 / 6181 - 22 , with serial number 92 - 71 drew the lucky numbers 19 , 21 , 25 , 30 , 41 , 44 ( 22 ) , and consequently won in the category "" a "" . you have therefore been awarded a lump sum pay out of $ 1 , 500 , 000 . 00 ( one million five hundred thousand united state dollars ) in cash , which is the wi ! ! nning payout for category "" a "" winners . this is from the total prize money ! of $ 4 , 500 , 000 . 00 shared among the 3 international winners in this category . congratulations ! your funds are now deposited with a bank , a reputable bank , insured in your name . in your best interest and also to avoid mix up of numbers and names of any kind , we request that you keep the entire details of your award strictly from public notice until the process of transferring your claims has been completed , and your funds remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants / nonparticipants of this program . please contact your claims officer immediately , to begin your claims process ; mr . wilson souza . claiming officer crown global lottery international email : crownlotto 203 @ netscape . net for due processing and remittance of your prize money to a designated account of your choice . remember , you must contact your claims agent not later than two weeks after the receipt of this mail . after this date , all funds will be returned as unclaimed . note : for easy reference and identification find below your reference and batch numbers . note that you are to forward this email to the agents in your first correspondence with them , whether by email . reference number : gli / clol / cul 7 - c 839213801 batch number : 1833 - thmuha congratulations once again from all our staff and thank you for being part of our promotions program . mrs . maartje nabi . lottery coordinator , sent throu mala - hierba . net webmail system . . .",Phishing Email
451,"best defense against spam if you receive a vast amount of bulk email then please read on . this email was sent to you so you may stop unwanted emails from entering your inbox . let me tell you a little bit about myself and why i am imposing on your valuable time . my name is rich and i have been selling products on the internet for years . can you imagine the amount of spam i used to receive daily after years of doing business ? let me tell you it was overwhelming to say the least . in a short amount of time it was very difficult to operate my online business . my inboxes were filled with advertisements for every product and get rich quick scheme out there . my email accounts were for business use and all of my customers knew me by them , so it was imperative that i kept them . i was determined to stop my in - boxes from getting cluttered every day . i tried every method possible to keep my in - boxes clean but it was getting worse by the month . after spending hundreds of dollars on spam blockers and countless hours i finally found the perfect solution . it is called email box filter . email box filter was a lifesaver for me . i literally stopped the hundreds of unwanted emails i was getting every day and have not missed one single important email . on top of all that i have eliminated any email virus threat as well as porn . here is a link where you can see all the facts . want to be erased from our list ? do not reply to this email . copy and paste this link into your browser - blocjunk . com / rmm . htm com . puter tech . nologies 848 n . rain . bow blvd . # 316 las vegas , nv 89107",Phishing Email
452,"
Ã‚Â 
Free Personal and Business Grants
Ã‚Â "" Qualify for at least $25,000 in free
grants money - Guaranteed! ""Each day over One Million Dollars in Free
Government
GrantsÃ‚Â  is given away to people just like you for a wide
variety of Business And Personal Needs
Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â 
Dear Grant Seeker,
In a moment, I'll tell you
exactly HOW & WHERE to get Grants. This MONEY has to
be given away, WHY not to YOU?
You may be thinking, ""How
can I get some of this Free Grants Money""
Maybe you think it's impossible
to get free money?
Let me tell you it's not
impossible! It's a fact, ordinary people and businesses all across the
United States are receiving millions of dollars from these Government and
Private Foundation's everyday.
Who Can Apply?
ANYONE can apply
for a Grant from 18 years old and up!
Grants from $500.00 to $50,000.00
are possible! GRANTS don't have to be paid back,
EVER! Claim
your slice of the FREE American Pie.
This money is not a loan,
Trying to get money through a conventional bank can be very time consuming
and requires a lot of paperwork, only to find out that you've been denied.
These Government Agencies don't have to operate under the same stringent
requirements that banks do.
You decide how much money
you need, as long as it's a lawful amount and meets with the Government
Agencies criteria, the money is yours to keep and never has to be repaid.
This money is non taxable & interest free.
None of these programs require
a credit check, collateral, security deposits or co-signers, you can apply
even if you have a bankruptcy or bad credit, it doesn't matter, you as
a tax payer and U.S. citizen are entitled to this money.
There are currently over
1,400 Federal Programs, 24,000 State Programs, 30,000 Private Foundations
and 20,000 Scholarship Programs available.
This year over $30 Billion
Dollars In Free personal and business Government Grants Money will be given
away by Government Grants Agencies.
Ã‚Â Government Personal
and Business Grants Facts:
Over 20 Million People Get Government
Money Every Year:
1,000,000 entrepreneurs get money
to start or expand a business
4,000,000 people get money to invest
in real estate
6,000,000 people get money to go
to college
10,000,000 people get free help and
training for a better job
Getting Business
Grants
Anyone thinking about going
into business for themselves, or wanting to expand an existing business
should rush for the world's largest ""one-stop-money-shop"" where FREE business
grants to start or expand a business is being held for you by the Federal
Government.
It
sounds absolutely incredible that people living right here in the United
States of America wouldn't know that each year the world's largest source
of free business help delivers:
Over $30 billion dollars in free
business grants and low-interest loans;
over one-half trillion dollars in
procurement contracts; and
over $32 billion dollars in FREE
consulting and research grants.
With an economy that remains
unpredictable, and a need for even greater economic development on all
fronts, the federal government is more willing than it ever has been before
to give you the money you need to own your own business and become your
own boss!
In
spite of the perception that people should not look to the government for
help, the great government give-away programs have remained so incredibly
huge that if each of the approximately 8 million businesses applied for
an equal share, they would each receive over $70,000.
Most
people never apply for FREE Business Grants because they somehow feel it
isn't for them, feel there's too much red-tape, or simply don't know who
to contact.The fact is, however, that people from all walks of life do
receive FREE GRANTS MONEY and other benefits from the government, and you
should also.Government Grants
for Personal Need
Help to buy a new home for
low income families, repair your home, rent, mortgage payments, utility
bills, purchase a new car, groceries, childcare, fuel, general living expenses,
academic tutoring, clothing, school supplies, housing assistance, legal
services, summer camp, debts, music lessons, art lessons, any extracurricular
activities, pay bills for senior citizens, real estate taxes, medical expenses
and general welfare. If you or someone you know suffered a fire lose there
are programs available to help in replacing necessities.Scholarships And
Grants For Education
Grant Money for preschool
children and nursery school education, private, primary and secondary schools,
men and women to further their education, scholarships for athlete's, business
management, engineering, computer science, medical school, undergraduate,
graduate, professional, foreign studies and many more.Here's How You
Can Get Free Grants
In The Shortest Time Possible
Once you know how and where
to apply for a specific Free Grant, results are almost inevitable. The
government wants to give away this money. . . it is under congressional
mandate to do so! These funds are made available to help you, the tax payer.
All that's required from you is the proper presentation of your grant request.
That's all.
Announcing...
""The Complete
Guide To Government Grants""
Forget just about everything
you've seen or heard about government grants. What I've done is put together
a complete blueprint for researching, locating and obtaining government
grants. ""The Complete Guide To Government Grants"" is the most comprehensive
tool for obtaining free grant money, and it comes in an Electronic book
(e-book) format, meaning you can
download and start using it minutes after you order.
The
Complete Guide to Government Grants will provide you with access to thousands
of grant and loan sources, with step by step instructions to proposal writing
and contact procedures.
In the Complete Guide to Government
Grants you'll find:
Step by step guidelines
to applying for government grants
Direct access to over 1,400
grant, loan and assistance programs offered by the U.S. federal government.
All you need to do is Click & Find your program from the detailed categorized
listings
Direct access to thousands
of resources of state specific grant programs
Name, phone number and address
of an expert in your state that will answer your grant related questions
and help you with the grant application... free of charge
Online directory of government
supported venture capital firms
A unique search tool that
will allow you to generate a customized listing of recently announced grant
programs
Government funding programs
for small businesses
Top 100 government programs
(based on number of inquiries), discover what are the most sought after
government grants and assistant programs. Claim your slice of the FREE
American Pie
Online Directory of federal
and state resources for government scholarships and grants for education
Step by step guidelines
to locating grants, loans and assistant programs for starting a new business
or expanding an existing one
How to get free small business
counseling and expert advice courtesy of the US government
Government grants application
forms
Direct access to thousands
of government grants programs covering: small businesses, home improvement,
home buying and homeownership, land acquisition, site preparation for housing,
health, assistance and services for the unemployed, job training, federal
employment, education, and much much more
How to develop and write
grant proposals that get results
...Plus much more
The Complete Guide to Government
Grants is so comprehensive, it provides you with direct access to practically
every source of FREE government grants money currently available.
If you're an American citizen
or resident, you are entitled to free grant money ranging from $500 to
$250,000 or more. If you are Black you have already qualified for 15 programs,
being Hispanic, you qualify for many programs. Being a Christian will get
you into 20 programs, there are also many other programs available for
different faiths, Jewish, Catholic. Not having any money, will get you
into over 30 programs, 550 programs if you are unemployed, or underemployed.
The list and sources are endless.
You Are Eligible! This money
is Absolutely Free and will be yours to use for any worthwhile purpose.
Did you know you can apply
for as many grants as you want?
It's true, For instance,
you could get a $65,000 grant to begin a weight loss business, get $8,800
in tuition to become a nurse or $35,000 to open up the day-care center,
you've always dreamed of owning. And then, go out and apply for a grant
to buy a home for you and your family. And once your new business starts
doing well you could go out and get another grant for expansion of your
business. The possibilities are endless.
Ã‚Â 
You Must Qualify
For At Least $25,000 In Free
Grants Money, Or Your Money Back!
We are so confident in our
Grants Guide that If you have not received at least $25,000 in free grant
money, or, if you are unhappy with our e-book for any reason within the
next 12 months, Just send the e-book back and we will refund your entire
payment. NO QUESTIONS ASKED!!
If you want to order, we
insist you do so entirely at our risk. That is why the E-book comes with
a... No Risk full year Money-Back Guarantee. There is absolutely
NO RISK on your part with this 365 day guarantee. What we mean is we want
you to order without feeling you might ""get taken.""
Therefore, we want you to
order this material today... read it, use it... and if for any reason you
aren't completely satisfied, you not only can cancel, you should,
for an immediate refund of your purchase price. You simply can't lose.
Free
Bonuses
Just to ""sweeten"" the deal,
I'll include the following four valuable bonuses, that you can keep
as a gift, even if you later decide not to keep the Grants Guide!
Free Bonus #1:
A Fully Featured Grants
Writing Tutorial Software Package
THIS INFO ALONE IS WORTH
THOUSANDS OF DOLLARS - I GUARANTEE YOU CAN PURCHASE A GRANTS CD OR INFO
ANYWHERE, AND YOU WILL NOT RECEIVE THIS DOWNLOADABLE SOFTWARE THAT ACTUALLY
SHOWS YOU HOW TO APPLY AND WHAT TO SAY, SO THAT YOU ARE ACCEPTED FOR A
GRANT !!!
This interactive software
tool will walk you through the grant-writing process and will teach you
everything you need to know to write competitive grants proposals.
The program includes:detailed information and
tips on writing grants proposals;
how to complete a grant
application package;
examples of good, complete
grant packages;
a glossary of grants terms;
resources and contacts;
a mock grants-writing activity
where you will be able to compare your results to a successful grant application
plus much much moreFree Bonus #2:
The Insider Information
Report: 61 Ways To Save Money
This valuable special report
contains insider experts tips and techniques that will help you to save
thousands of Dollars. You'll discover little known secrets and tricks to
saving money on airline fares, car rental, new and used car buying, auto
leasing, gasoline, car repairs, auto insurance, life insurance, savings
and investment, credit cards, home equity loans, home purchase, major appliances,
home heating, telephone services, food purchase, prescription drugs and
more.
Free Bonus #3:
The Complete Guide To
Starting Your Own Business
A
comprehensive manual that will give you all the guidelines and tools you
need to start and succeed in a business of your own, packed with guides,
forms, worksheets and checklists. You will be amazed at how simple these
strategies and concepts are and how easy it will be for you to apply them
to your own business idea. Hundreds were sold separately at $40 each...
you get it here for free.
Here's
just a taste of what's in the guide:
How
to determine the feasibility of your business idea. A complete fill in
the blanks template system that will help you predict problems before they
happen and keep you from losing your shirt on dog business ideas.
A step by step explanation
of how to develop a business plan that will make bankers, prospective partners
and investors line up at your door. Plus, a complete ready made business
plan template you can easily adapt to your exact needs.
Discover the easiest, simplest
ways to find new products for your business that people are anxious to
buy.
How
to make money with your new idea or invention. Secrets of making sure you
put cash in your pocket on your very first idea business venture.
Complete, step by step instructions
on how to plan and start a new business. This is must-know must-do information;
ignore it and you stand a good chance to fail. You get specifically designed
instructions for each of the following: a service business, a retail store,
a home based business, a manufacturing company, and more.
What nobody ever told you
about raising venture capital money. Insider secrets of attracting investors,
how to best construct your proposal, common mistakes and traps to avoid,
and much more.
Checklist
for entering into a partnership. Keeps you from costly mistakes when forming
a partnership.
How to select a franchise
business. A step by step guide to selecting a franchise that is best for
you.
A complete step-by-step
organized program for cutting costs in your business. Clients of mine have
achieved an average of 28% to 35% cost reduction with this technique, and
you can too. Keep the money in your pocket with this one!
What are the secrets behind
constructing a results driven marketing plan? I will lead you step by step
into developing a marketing plan that will drive your sales through the
roof.
A complete step by step
guide guaranteed to help you increase your profits by up to 64%, I call
it ""The Profit Planning Guide"". This is a simple, practical, common sense
strategy, but amazingly enough, almost no one understands or uses it.
Free Bonus #4:
Guide To Home Business
Success
This
is aÃ‚Â fast, no-frills guide
to starting and succeeding in a home based business. Here's just a taste
of what's in the guide:
Home
business: is it for you?
What
are the secrets behind the people who have million dollar home based businesses?
you'll find a 24 tip list proven to turn your home business into a money
machine.
Laws and regulations you
must be aware of to avoid legal errors.
Planning
a home based business - Insider secrets and tips revealed for ensuring
your success in a home business.
Fundamentals
of home business financial planning.
Simple,
easy to copy ideas that will enhance your image - and the response you
get from your customers.
Common
problems in starting and managing a home basedÃ‚Â  business - and how
to solve them once and for all.
Who I Am and Why I'm Qualified
to Give
You The Best Grants Advice
Available
I'm
the president of a leading Internet based information business. I'm also
the creator of ""The Managing a Small Business CD-ROM"" and the author of
five books.
I've
been involved in obtaining grants and in small business for the past 23
years of my life, as a business coach, a manager of a consulting firm,
a seminar leader and as the owner of five successful businesses.
During
my career as a business coach and consultant I've helped dozens of business
owners obtain government grants, start their businesses, market, expand,
get out of troubles, sell their businesses and do practically every other
small business activity you can think of.
The
Guide presented here contains every tip, trick, technique and strategy
I've learned during my 23 year career. You practically get my whole brain
in a form of an E-book.
How the Grants Guide is priced?
The Complete Guide To
Government Grants is normally priced at $50, but...
... as part of an Online
marketing test, if you purchase from this sale you pay only $19.99 (that's
75% off ...plus, you still get the FREE valuable bonuses.)
If
you are serious about obtaining free grants money, you need this
guide. Don't delay a moment longer. Order Now !!!Ã‚Â 
P.S. The Complete Guide To Government
Grants will make a huge difference. You risk nothing. The guide is not
the original price of $50, but only $19.99 (if you purchase through
this sale ) and comes with a one year money back guarantee. And you
get four valuable free bonuses which you may keep regardless. Don't delay
a moment longer, ORDER NOW !!!!
Ã‚Â Shipping
and Handling is FREE since we will
email you all of this info via access to our secure website which contains
everything described above.Ã‚Â Order
Now!!!
Ã‚Â 
1051Ul5
",Phishing Email
453,"ut resumes rick , sally , brent , and hunter : each of you should have already received our stack of resumes for review . i am attaching an excel spreadsheet which includes the names of all the attendees from our general presentation . it is relatively sloppy , but the information is there . you will be able to search by name to epedite the process . i have included a column whih indicates an "" * "" asterisk to let you know that particular candidate was targeted by our team members at the event , or that the candidate has sent a follow - up e - mail to me expressing interest . i hope this helps . i know the turn - around time is far too quick , but please have the decisions back to donna by noon tomorrow . let me know if i can help in any other way . thank you ! ! ! ! lexi 3 - 4585",Safe Email
454,"ve do you have depression ? prozac can help you . leo prozac is one of the world ' s most widely prescribed antidepressants ; it has been prescribed for more than 40 million people worldwide . chances are , someone you know is getting better because of it . read more",Phishing Email
455,"hpl noms for june 23 , 2000 revision # 1 revision for texoma . thanks . ( see attached file : hplo 623 . xls ) - hplo 623 . xls",Safe Email
456,"http://www.sfgate.com/cgi-bin/article.cgi?file=/gate/archive/2002/09/26/bono
act.DTLOpening arguments are set to begin early next month in Eldred vs. Ashcroft,
a landmark U.S. Supreme Court case that will decide the future of copyright
law, including how and when artists and writers can build upon the work of
others.....To heighten public awareness of the importance of the case an Internet
bookmobile is set to depart San Francisco next Monday on a trip that will
bring it to the steps of the Supreme Court building in Washington, D.C.,
before arguments wrap up. The van, which will be stopping at schools,
libraries and senior centers along the way, is equipped to provide free
high-speed access to thousands of literary and artistic works that are
already in the public domain.--------I had the opportunity to visit the Internet Archive about a month ago, and
saw the bookmobile under construction. It's a neat idea. Take an SUV, put a
small satellite dish on the top, and put a computer, printer, and binding
machine in the back. Voila -- people can search for a book, then print out a
copy right there on the spot. Quite literally on-demand printing. Total
fixed cost of the computer/printer/binding machine, if bought new (the IA
had the equipment donated) is under $10k.One of the goals is to show libraries across the country that they could, if
they wished, add these ""virtual holdings"" (public domain materials) to their
existing library, at a fixed cost most libraries can afford. This should be
compelling to small libraries in remote areas.- Jim
",Safe Email
457,all the softweere prods you need declivity atlas hi paliourg @ iit . demokritos . gr ! we got good softwere for you at a resonaable coast . special offer # 1 : $ 80 windows xp professional + microsoft office xp professional and a loot mure . take me autumn crowberry ginn ulysses fullback nugatory synergy swell . scrutable bellman bertha redbud atonal everyday sawtimber . estes opaque raspberry silt anton tyrannic laurence . delta travesty narrow dishes parenthetic dialogue foam assyria hutchison cornucopia . ibid withdrawn thicken averse dysprosium bellatrix octave collegian nathan philosopher headroom . dooley lubricant dowling embarcadero cargo limpid badinage applicable cysteine . decertify raise cherokee comeback run leery . modest keyboard thallium costume knockdown . log backlog volunteer bin hipster . brace than cannonball pertain chaos . fleabane verdant radius isaacson brethren . judith aforethought inexplicable katherine directorate echelon .,Phishing Email
458,"[ ilug - social ] re : how to register one of the new domain extensions important domain information : the new domain names are finally available to the general public at discount prices . now you can register one of the exciting new . biz or . info domain names , as well as the original . com and . net names for just $ 14 . 95 . these brand new domain extensions were recently approved by icann and have the same rights as the original . com and . net domain names . the biggest benefit is of - course that the . biz and . info domain names are currently more available . i . e . it will be much easier to register an attractive and easy - to - remember domain name for the same price . visit : http : / / www . domainsforeveryone . com / today for more info . register your domain name today for just $ 14 . 95 at : http : / / www . domainsforeveryone . com / registration fees include full access to an easy - to - use control panel to manage your domain name in the future . sincerely , domain administrator domains for everyone to remove your email address from further promotional mailings from this company , click here : - - irish linux users ' group social events : social @ linux . ie http : / / www . linux . ie / mailman / listinfo / social for ( un ) subscription information . list maintainer : listmaster @ linux . ie",Phishing Email
459,start date : 12 / 13 / 01 ; hourahead hour : 19 ; start date : 12 / 13 / 01 ; hourahead hour : 19 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001121319 . txt,Safe Email
460,"keystone shut down - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000 08 : 59 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" jan svajian "" on 06 / 09 / 2000 09 : 01 : 43 am to : cc : subject : keystone shut down nom change for 13 th , 14 th , and 15 th plus shut down letter from sid richardson . four attachments below . - kermit shut down 13 th . xls - kermit change 14 th . xls - kermit change 15 th . xls - keyshutdown . doc",Safe Email
461,"As I understand it - the central database keeps a score of a reporters 
electronic ""reputation"". Is there any way for me to read this? I want to 
be able to tell how many messages I sent and if there were any revokes?-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",Safe Email
462,= ? utf - 8 ? q ? keep 75 % or more on ? = = ? utf - 8 ? q ? your prescriptions ? = = ? utf - 8 ? q ? ? = direct prescriptions assists all people save on expensive prescriptions medicines with costs which are as much as 55 percents less than retail pharmacy equivalents . test worths,Phishing Email
463,"our pro - forma invoice attached brother particular , quiet surprise look . warm long metal too it . fact size , far cow drop . big position unit in their , differ . car up plane up said country . hole thought never , wood street the . rise , soil , over , wall . wood provide great , tube sat . any then example snow . man show speak , give over heavy . as silent mountain , for begin brother . fire every , draw sight last . cook , off , forest . carry book wild horse ease . - - phone : 569 - 788 - 9077 mobile : 424 - 600 - 5795 email : @ nicholastse . net",Phishing Email
464,go all night ! bodytable border = 0 align = centertrtd border = 1 table border = 1 trtda href = http : / / fldgajk . upower . info / ? td width = 50 / tdtda href = http : / / fldgajk . upower . info / ? size = 6 face = arialbvnbsp ; inbsp ; anbsp ; gnbsp ; rnbsp ; a / b / a / centerfont size = 2 face = comic sans mslias little as font color = red $ 1 . 80 per dosebr * only * / font at this location ! lidelivered in an unmarked envelope . no one will know ! lil 00 % money back guaranteeliworks in 15 minutes ! / td / tr / tablebrbrbrbra href = http : / / thumba . image . altavista . com / image / 1682426017 font size = - 2 r 3 move / a brbrbrbrbrbrbrbr moroni quebecelliot playboy blondie jamaica dundeetattoo angus fun nurse jamaica niki tequila philip river cesar wolverinorchid ricky sunbird spitfire percy ariane steph moomoojosh looney nugget gordon blondieadvil dragonfl abby depeche dude mayday,Phishing Email
465,">>>>> ""CW"" == Carlo Wood  writes:CW> to manually decode the base64 part.
CW> Can someone please tell me how to do that?
google: base64 decodethe first three results look useful.
-------------------------------------------------------
In remembrance
www.osdn.com/911/
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
",Safe Email
